@RELATION 	Feature21

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"די אכזבה חוץ מהמצלמה שהיא באמת מעולה העיצוב לא יפה אפילו את הלבןו הפוכו ללבן עם כסף שזה פחות יפה הוא גם ארוך מדי",Negative
"אך אינני ממליץ לקנות את הטלפון לילדים מכיוון שהמערכת הפעלה android 4 4 kitkat קצת מסובכת וקשה להבנה",Negative
"אני מציע קנו גלקסי 3 או 2 זה בהרבה יותר זול ויותר ט ו ב",Negative
"ממש לא שווה את הכסף",Negative
"חבל על הכסף והמחיר השערוריתי לא מוצדק בכלל",Negative
"ולא מומלץ כי יש בו הרבה חסרונות שהרבה אנשים מחליטים להעלים עין",Negative
"ודיי איטי הוא לא ממש שווה את הכסף",Negative
"פחות ממליץ על הדגם מערכת הפעלה מעולה מחיר די זול יחסית",Negative
"הלכתי כמו עדר אחרי האייפון ואני מצטער על כך",Negative
"קניתי את המכשיר בחנות פרטית במחיר גבוה מאוד לפני כחודש ואחרי בדיקה דקדקנית גיבשתי עליו דעה והאמת שאני די מאוכזב",Negative
"המכשיר ואופן השירות המאוד לקוי של החברה די מחייבים שאתריע על המכשיר אשר במשך הארבעה חודשים שבשימושי נכנס למעבדת החברה פעמיים יש לציין שהמכשיר נתקע לעיתים קרובות וכאשר מתקשרים לא שומעים אותי בצד השני בלי שום התראה המכשיר כבה המכשיר נשלח לחברה ופעמיים החזירו אותו בטענה שהכל תקין",Negative
"אין שום הצדקה לשלם את המחיר הזה כמעט אין הבדלים בין האייפונים הקודמים קנו נקסוס או איזה נוקיה לומיה ותהנו",Negative
"בשורה התחתונה אני מאוכזב מהמכשיר",Negative
"בקיצור תחסכו לכם את הכסף",Negative
"חבל על הכסף",Negative
"המכשיר מאכזב נורא נתקע הרבה מעבד חלש אין מספיק זיכרון פיני",Negative
"אני ממליץ לקנות את המכשיר אך ורק אם אתם מחפשים מכשיר אנדרואיד זול לשימוש יומיומי סביר",Neutral
"רכשתי את הנכשיר לפני שבוע מארה ב",Neutral
"עוד כשבועיים אני מחליפה לטלפון אחר",Neutral
"לפני כחודש וחצי שידרגתי מiphone 4s אליו",Neutral
"הטלפון בגדול בסדר אבל רחוק מלהיות מושלם",Neutral
"הצורך לחזור לרכוש מוצר מתוצרת אפל חזר להיות בסדר עדיפות ראשונה",Neutral
"ניכר שיש שינוי די משמעותי מהדגם הקודם הן מבחינה ויזואלית והן מבחינה טכנולוגית",Neutral
"מכשיר בינוני",Neutral
"שמגיע לו ציון 9 4",Neutral
"4gb נפח אחסון פנימי",Neutral
"כל אלה שאומרים שזה טלפון לא טוב לא מכירים את הטלפון",Neutral
"אבל חשוב לציין כמו באותיות הקטנות שאנחנו לא שמים לב לכול טלפון יש לו את מספר החסרונות והיתרונות שונים",Neutral
"רוב האפליקציות די זהות למה שיש בדור הקודם",Neutral
"קניתי את טלפון זה לפני כ שנייה",Neutral
"קניתי את האייפון 5 בשוויץ לפני 10 ימים",Neutral
"שימו לב קיים דגם עם 2 ג יגה ראם ו3 גי גה ראם",Neutral
"לפני כמה ימים רכשתי גלקסי 3 ממובי למחורת גיליתי שהטלפון מזויף לאחר כמה בדיקות עם אנשי מקצוע להפתעתי גילית שהטלפון באמת מזויף ממליץ לא לקנות משם",Neutral
"הפלאפון בעיקרון סביר יש בו יתרונות בכך שהוא גדול ועכשיו גם זול אבל יש בו הרבה חסרונות תקראו בהמשך למטה",Neutral
"הוא אמור לשרת אותי בעיקר כמכשיר טלפון ניווט ודואר אלקטרוני",Neutral
"נקנה לאדם מבוגר שלא עושה כלום חוץ מכמה שיחות ווצאצפ",Neutral
"עכשיו ידוע שזה שדרוג לאייפון 4 עם כמה שיפורים",Neutral
"המגע טוב ראיתי יותר טובים",Neutral
"סמסונג מוציאה מוצרים יותר טובים לסיכום",Neutral
"בכל זאת זה טלפון",Neutral
"אולי זה בגלל שקודם היה לי גלקסי מיני אבל לא משנה",Neutral
"התלבטתי במשך חודש ימים כשאני חורש כל פיסת אינפורמציה על המכשיר",Neutral
"התלבטתי התלבטות קשה בין מכשיר זה לבין הגאלאקסי אס 4",Neutral
"קראתי ביקורות שיחקתי עם שני המכשירים פיזית ולבסוף בחרתי htc",Neutral
"רכשתי את המכשיר לפני כחודש",Neutral
"המכשיר הזה נרכש על ידינו לפני כחודש מעכשיו מחנות בקניון ערד",Neutral
"קניתי את המכשיר בארה ב את גרסת ה64 גיגה בארץ לא קיים לצערי המכשיר הרבה יותר איכותי ממכשירים אחרים מבית סמסונג או סוני מבחינת בנייה",Neutral
"הטלפון בסך הכול טלפון נורמלי שיש לו חסרונות ויתרונות",Neutral
"מכשיר סביר",Neutral
"אני לא מרוצה במיוחד אבל בגדול הוא עושה את העבודה",Neutral
"מכשיר בינוני בלבד לא מתאים לרשת פלאפון",Neutral
"יש לי להגיד כמה דברים לגבי הפאלאפון הזה קודם כל אני קנית אותו ליפני בסך הכל שבוע אז לא יודע לגבי העתיד",Neutral
"לאחר שנתיים המכשיר סיים את דרכו איתי והחלטתי להשתדרג למכשיר עוד יותר מעולה",Neutral
"לדעתי כאשר לקוח קונה מכשיר הוא צריך לעבוד מדקה ראשוונה",Neutral
"אי אפשר לצפות להיות סמארטפון על",Neutral
"מצלמה מדהימה סנכרון מלא עם כל סוגיי האימיילים איכות מסך מדהימה בקיצור למי שלא מחפש טלפון למשחקים אלא לעבודה זה הטלפון",Neutral
"הפלאפון הזה ברשותי כבר שבוע בגדול טלפון טוב אבל יש כמה מינוסים ובעיות בעיה ראשונה זה הבטריה לא מחזיקה יותר מכמה שעות נגיד 6 או שבוע שעות",Neutral
"אם כבר לקנות גלקסי זה או s3 או s4",Neutral
"פלאפון נחמד ולא יותר מצלמה גרוע רמקול חלש",Neutral
